word,count
assessment,49
displacement,49
proposal,49
reproduces,49
rock,49
warm,49
quenching,49
hyperbolic,48
honeycomb,48
Mg,48
23,48
Ia,48
SN,48
odd,48
deposited,48
cylindrical,48
transits,48
Rb,48
urban,48
condensation,48
Ge,48
overview,48
precisely,48
responses,48
inclination,48
Brillouin,48
75,48
polynomial,48
dedicated,48
track,48
advanced,48
zeta,48
invariance,48
governed,48
timescale,48
ell,48
frac,48
effectiveness,48
introduction,48
bounded,48
w,48
directed,48
algebra,48
mathbf,48
Three,47
game,47
tube,47
reasonable,47
oscillatory,47
reached,47
broadening,47
Within,47
alone,47
split,47
extra,47
111,47
centers,47
SDSS,47
averaged,47
Its,47
Te,47
exhibiting,47
intriguing,47
suited,47
carry,47
Myr,47
habitable,47
helium,47
gapped,47
complexes,47
relationships,47
recovered,47
dimer,47
manipulation,47
32,47
coexistence,47
demonstrating,47
reaching,47
confirms,47
conserved,47
terrestrial,47
representations,47
globular,47
Lorentz,47
accounts,47
turns,47
filled,47
stages,47
randomly,47
stresses,47
string,47
deg,47
AGNs,47
accompanied,46
Also,46
verified,46
Because,46
behind,46
controlling,46
Deep,46
parent,46
epoch,46
trace,46
expect,46
tens,46
faint,46
families,46
working,46
exploration,46
adopted,46
lengths,46
later,46
numerous,46
imply,46
aperture,46
Sigma,46
she,46
shifted,46
TeV,46
combines,46
01,46
route,46
equivalence,46
products,46
sheet,46
investigating,46
evolved,46
biased,46
fuel,46
imposed,46
mobile,46
RF,46
prepared,46
overcome,46
MW,46
developments,46
estimating,46
sections,45
million,45
broadband,45
vanishing,45
continuously,45
feasibility,45
popular,45
prime,45
intra,45
diagrams,45
essentially,45
accelerated,45
own,45
finally,45
simplified,45
improvements,45
offset,45
success,45
addressed,45
mirror,45
hosts,45
avoid,45
phenomenological,45
plasmon,45
governing,45
fluorescence,45
who,45
ordinary,45
H2,45
missions,45
elementary,45
chip,45
examined,45
accelerator,45
extraction,45
26,45
calculating,45
era,45
DNA,45
1000,45
versus,45
metrics,45
NMR,45
Zn,45
tracer,45
mag,44
tail,44
attracted,44
old,44
situation,44
conjecture,44
environmental,44
led,44
restricted,44
discrepancy,44
der,44
exploiting,44
According,44
percent,44
hybridization,44
bonding,44
activities,44
joint,44
pronounced,44
RV,44
invariants,44
efforts,44
consequences,44
obtaining,44
rest,44
probabilities,44
eta,44
overlap,44
people,44
sector,44
cuprates,44
derivatives,44
mediated,44
Energy,44
differ,44
passive,44
tip,44
criticality,44
disease,44
nematic,44
repulsive,44
sea,44
circulation,44
epidemic,44
Re,44
exposure,43
prominent,43
dipolar,43
collection,43
paths,43
generates,43
BEC,43
giving,43
sequences,43
acting,43
valuable,43
Dark,43
quantity,43
put,43
fitted,43
clumps,43
helical,43
thermoelectric,43
conservative,43
hardware,43
extensions,43
inherent,43
reflected,43
nitride,43
entangled,43
ladder,43
propagate,43
LIGO,43
Assuming,43
consensus,43
root,43
lenses,43
proved,43
conducting,43
brown,43
thermodynamics,43
comes,43
branch,43
Doppler,43
straightforward,43
torus,43
loops,43
quench,43
rigid,42
frustrated,42
relate,42
Magnetic,42
eigenvalues,42
quadrupole,42
boson,42
excitonic,42
emitting,42
operational,42
extends,42
modelled,42
superior,42
companions,42
placed,42
indeed,42
oplus,42
load,42
magnet,42
During,42
geq,42
relevance,42
massless,42
inertia,42
yielding,42
requiring,42
resonators,42
remaining,42
thousands,42
superposition,42
dispersive,42
added,42
Data,42
opening,42
breaks,42
OH,42
donor,42
Brownian,42
gapless,42
intervals,42
determines,42
comet,42
29,42
FeSe,42
considerably,42
demand,42
Ti,42
melting,42
peculiar,41
2012,41
shot,41
advances,41
planetesimal,41
fractal,41
No,41
deal,41
criterion,41
convective,41
why,41
Lie,41
pumping,41
activation,41
principal,41
jets,41
Kitaev,41
attraction,41
annihilation,41
bunch,41
displays,41
widths,41
interval,41
parity,41
creation,41
see,41
slip,41
Given,41
cut,41
classified,41
adsorption,41
once,41
dislocation,41
camera,41
anisotropies,41
MgO,41
deformed,41
formulate,41
requirement,41
start,41
movement,41
correspondence,41
Compton,41
flight,41
interferometric,41
oxides,41
planetesimals,41
impacts,40
selective,40
spacing,40
note,40
eff,40
BCS,40
reason,40
synchrotron,40
base,40
3d,40
topic,40
Field,40
designs,40
Cosmic,40
fragmentation,40
waveguides,40
New,40
digital,40
visual,40
act,40
recorded,40
probed,40
cellular,40
drag,40
interferometer,40
99,40
read,40
connectivity,40
chi,40
hydrostatic,40
36,40
months,40
SNe,40
fidelity,40
kappa,40
improves,40
preserving,40
SFR,40
agrees,40
language,40
architectures,40
actually,40
generator,40
adding,40
sharing,40
situations,40
covariance,40
MRI,40
microstructure,40
Science,40
detections,40
failure,40
Each,40
55,40
missing,40
But,40
null,40
Methods,40
analysed,39
frustration,39
Interestingly,39
cooperation,39
Low,39
lies,39
vacancy,39
stiffness,39
interlayer,39
colour,39
topics,39
big,39
forecasting,39
contamination,39
Besides,39
HST,39
integer,39
Chern,39
never,39
captured,39
hours,39
move,39
researchers,39
record,39
extensively,39
undergoes,39
cone,39
collaboration,39
depletion,39
combinations,39
correctly,39
butanol,39
updated,39
ten,39
perovskite,39
risk,39
28,39
posterior,39
automatically,39
Hence,39
planning,39
intensities,39
package,39
contacts,39
fabricated,39
Jupiters,39
synthesized,39
skyrmions,39
accounting,39
box,39
walks,39
distortions,39
pinning,39
CN,39
outcome,38
eigenvalue,38
compressible,38
filtering,38
Andreev,38
orthogonal,38
break,38
Gyr,38
biases,38
effort,38
metamaterial,38
reconstruct,38
tasks,38
pulsar,38
formulas,38
maintain,38
quickly,38
formal,38
facilitate,38
semiclassical,38
scalable,38
millimeter,38
influenced,38
extragalactic,38
saturation,38
outflow,38
readily,38
exploit,38
conclusions,38
lie,38
hyperfine,38
undergo,38
La,38
remarkably,38
Spitzer,38
Riemann,38
competition,38
pulsed,38
hundreds,38
Gibbs,38
walk,38
theoretic,38
themselves,38
merging,38
counts,38
nonequilibrium,38
electrodynamics,38
attenuation,38
matched,38
IV,38
Instead,38
Sky,38
criteria,38
stabilization,38
evolving,38
median,38
85,38
Combining,38
bridge,37
conclusion,37
Type,37
grows,37
aimed,37
running,37
enabled,37
bilayer,37
implementations,37
hydrodynamics,37
emph,37
properly,37
MHD,37
spontaneously,37
practice,37
look,37
em,37
unlike,37
Lett,37
necessarily,37
gaseous,37
opportunity,37
thermally,37
removal,37
asymptotically,37
linked,37
03,37
catalogue,37
MD,37
entirely,37
covered,37
achieving,37
classify,37
reservoir,37
multilayer,37
filters,37
seven,37
AF,37
tetragonal,37
economic,37
34,37
44,37
foreground,37
preferred,37
precession,37
improving,37
lateral,37
passing,37
magnitudes,37
exploring,37
tendency,37
thermalization,37
HSC,37
maximal,37
minor,36
unexpected,36
arms,36
hold,36
clarify,36
05,36
sudden,36
spot,36
Waals,36
generalize,36
eigenstates,36
debris,36
oriented,36
procedures,36
unitary,36
probabilistic,36
Theory,36
Ba,36
acquisition,36
Zeeman,36
diagnostics,36
earth,36
Imaging,36
fusion,36
ballistic,36
scintillator,36
spectrometer,36
monitor,36
Bloch,36
Previous,36
polynomials,36
holographic,36
matches,36
progenitor,36
lived,36
computations,36
hydrodynamical,36
repulsion,36
machines,36
antiferromagnet,36
authors,36
persistent,36
ensembles,36
reactive,36
list,36
landscape,36
NIR,36
constructing,36
analog,36
eight,36
holds,36
NLS,36
balanced,36
count,36
dots,36
attractor,36
estimator,36
U,36
astrophysics,36
reconnection,36
absent,35
dependencies,35
impedance,35
return,35
dimensionless,35
SNR,35
terahertz,35
inflationary,35
probably,35
xi,35
inconsistent,35
opinion,35
TI,35
couple,35
translation,35
consideration,35
Cooper,35
dimensionality,35
GPU,35
kHz,35
master,35
upcoming,35
inspired,35
come,35
goals,35
Time,35
vorticity,35
65,35
indirect,35
magnons,35
reports,35
SiC,35
wire,35
le,35
virtual,35
historical,35
latitude,35
preliminary,35
grating,35
Comparison,35
250,35
quantified,35
copper,35
demonstration,35
utilized,35
weights,35
vertex,35
LSST,35
course,34
nine,34
independently,34
modify,34
oscillating,34
shells,34
qubits,34
closer,34
kernel,34
difficulties,34
mapped,34
incorporating,34
applicability,34
member,34
Network,34
circumstellar,34
bubbles,34
vibrations,34
considerable,34
plates,34
2010,34
tune,34
owing,34
electrostatic,34
33,34
Standard,34
respective,34
revealing,34
separating,34
bursts,34
noisy,34
performs,34
neighbors,34
recovery,34
04,34
General,34
otherwise,34
tends,34
femtosecond,34
nanostructures,34
attributes,34
expensive,34
advance,34
centered,34
JWST,34
library,34
experience,34
call,34
briefly,34
meaning,34
lasers,34
explosion,34
revisit,34
lifetimes,34
duality,34
convolutional,34
diagonalization,34
meta,34
modules,34
Floquet,34
mesoscopic,34
reliability,34
centrality,34
ZnO,34
starburst,34
helps,33
triggered,33
consist,33
adopt,33
multiplex,33
Among,33
breakdown,33
Bethe,33
ubiquitous,33
drops,33
industrial,33
technological,33
designing,33
singularities,33
ARPES,33
incorporates,33
algebras,33
platforms,33
evolves,33
benefit,33
So,33
kinds,33
rank,33
Lyman,33
electrodes,33
regularization,33
century,33
ago,33
involve,33
suite,33
Goldstone,33
condensates,33
experienced,33
Neptune,33
curved,33
granular,33
epitaxial,33
analogue,33
assisted,33
mergers,33
02,33
trigger,33
inclusion,33
Phase,33
expectation,33
carefully,33
metastable,33
brief,33
automated,33
stacking,33
Unlike,33
utilize,33
favor,33
boron,33
ultimately,33
elliptical,33
incorporate,33
hosting,33
nanowires,33
cylinder,33
reaches,33
select,33
unbiased,33
sun,33
elliptic,33
detectable,33
Kohn,33
Lyapunov,33
sterile,33
supply,32
diagonal,32
dusty,32
ongoing,32
face,32
encoded,32
polymers,32
42,32
singularity,32
K2,32
deeper,32
share,32
Nevertheless,32
manifolds,32
regression,32
Ir,32
seismic,32
damage,32
Chandra,32
perfectly,32
realizing,32
partition,32
Pb,32
dramatic,32
pore,32
Lifshitz,32
eccentric,32
irradiated,32
simulating,32
viable,32
wider,32
exceeds,32
Even,32
prospects,32
compositions,32
choices,32
Of,32
sciences,32
shocks,32
traffic,32
conjunction,32
resonator,32
Motivated,32
Compared,32
fibers,32
operate,32
horizon,32
motor,32
determinant,32
helicity,32
min,32
spintronic,32
Yet,32
multiscale,32
rational,32
trained,32
dilute,32
TiO2,32
approximated,32
SR,32
percolation,32
kg,32
plastic,32
Msun,32
guide,32
axes,32
swimming,32
nanowire,32
weaker,32
forest,32
Casimir,32
gradually,31
ps,31
tracers,31
modifications,31
Local,31
nanotubes,31
Sitter,31
43,31
excitons,31
cooled,31
influences,31
believed,31
ages,31
momenta,31
tensile,31
reversible,31
controllable,31
URL,31
optimize,31
electrode,31
simply,31
fiducial,31
kinematic,31
web,31
ignition,31
efficiencies,31
Proxima,31
plus,31
Dynamics,31
Nb,31
heterostructure,31
vs,31
probing,31
cuprate,31
metamaterials,31
neurons,31
supporting,31
Cr,31
spectroscopically,31
Ginzburg,31
ansatz,31
SO,31
pseudogap,31
evaporation,31
plasmas,31
Fock,31
GCs,31
answer,31
EM,31
kinetics,31
streaming,31
poorly,31
constitute,31
papers,31
emitters,31
instrumental,31
forecast,31
satisfy,31
harmonics,31
BH,31
gold,30
polaron,30
deduce,30
FM,30
elusive,30
HII,30
decreased,30
magnetically,30
originates,30
saddle,30
MoS2,30
reproduced,30
circularly,30
changed,30
amounts,30
implicit,30
feasible,30
iteration,30
opinions,30
Na,30
itinerant,30
possibilities,30
learn,30
dominates,30
transparent,30
ferromagnet,30
substitution,30
axisymmetric,30
outcomes,30
visibility,30
ever,30
stream,30
technical,30
predictive,30
outflows,30
distorted,30
considers,30
87,30
eventually,30
triple,30
epochs,30
decision,30
modular,30
resource,30
comparisons,30
bending,30
supermassive,30
opportunities,30
written,30
luminosities,30
CI,30
amplification,30
27,30
exceptional,30
incidence,30
vanishes,30
jumps,30
microscope,30
antennas,30
enhancing,30
cryogenic,30
medical,30
WR,30
varphi,30
Optical,30
lithium,30
irregular,30
intuitive,30
dB,30
violation,30
going,30
interferometry,30
inverted,30
illumination,30
develops,30
Future,30
spring,30
Galerkin,30
occupation,30
severe,30
discontinuous,30
incoherent,30
CuO,30
promote,30
isolation,30
applies,29
600,29
glasses,29
captures,29
quantized,29
defining,29
varied,29
concentrated,29
subsequently,29
Yang,29
hat,29
reciprocal,29
Gross,29
implying,29
span,29
countries,29
tomography,29
translational,29
glassy,29
settings,29
interpolation,29
cancer,29
versatile,29
linewidth,29
considerations,29
regarded,29
baseline,29
winding,29
deformations,29
tensors,29
exploited,29
minima,29
VLBI,29
atomistic,29
suppress,29
accounted,29
repeated,29
Ce,29
integrability,29
mixtures,29
scintillation,29
Fermilab,29
clinical,29
connecting,29
hundred,29
rightarrow,29
preferential,29
islands,29
TRAPPIST,29
drives,29
attribute,29
heart,29
comprising,29
degradation,29
intrinsically,29
SEDs,29
paves,29
enrichment,29
acquired,29
surfactant,29
sampled,29
2000,29
electrolyte,29
periodicity,29
arbitrarily,29
organized,29
fails,29
elemental,29
proven,29
convex,29
STM,29
diversity,29
inhomogeneity,29
public,29
j,29
diagnostic,29
belt,29
visualization,29
cdot,29
ROM,29
stacked,28
wavefunction,28
staggered,28
arrangement,28
ensure,28
advection,28
remnant,28
pH,28
truncated,28
flares,28
priori,28
tiny,28
elucidate,28
coming,28
latest,28
Starting,28
highlights,28
removed,28
periodically,28
emissions,28
auxiliary,28
go,28
maintaining,28
imaginary,28
constraining,28
calibrated,28
ends,28
attempt,28
except,28
110,28
achieves,28
appearing,28
gravitating,28
fourth,28
absorbed,28
powder,28
Second,28
Laboratory,28
Physics,28
Following,28
exciting,28
spectrograph,28
scientists,28
quark,28
Yb,28
Very,28
normalized,28
occurred,28
offsets,28
thicknesses,28
um,28
absorbing,28
skyrmion,28
goes,28
accelerators,28
pathways,28
Moon,28
Ga,28
branches,28
Electron,28
shower,28
starts,28
MS,28
carrying,28
focal,28
purposes,28
status,28
superlattice,28
contagion,28
Understanding,28
infinity,28
twin,28
secular,28
emitter,28
Particle,27
arm,27
ISM,27
broader,27
reservoirs,27
aid,27
exceed,27
bare,27
uncover,27
crack,27
blocks,27
relating,27
slower,27
spatio,27
drawn,27
Density,27
lying,27
coronal,27
birth,27
capturing,27
GPUs,27
arc,27
avoiding,27
prevent,27
Topological,27
unveil,27
frequently,27
transferred,27
63,27
salt,27
adapted,27
expanding,27
systematics,27
nonzero,27
arXiv,27
his,27
baryonic,27
pores,27
dynamo,27
magnetized,27
haloes,27
QCD,27
morphological,27
exceeding,27
Sn,27
forbidden,27
shorter,27
phenomenology,27
planes,27
heavily,27
recoil,27
38,27
accelerating,27
tails,27
protons,27
received,27
burst,27
eddy,27
cent,27
regardless,27
refractive,27
Python,27
remove,27
European,27
creating,27
CA,27
cities,27
uniformly,27
variants,27
vec,27
publicly,27
erg,27
replica,27
transformed,27
Fast,27
electrochemical,27
averaging,27
clean,27
commercial,27
benefits,27
presenting,27
LDA,27
purity,27
rangle,27
metallicities,27
leakage,27
EIT,27
Ta,27
perp,27
incommensurate,27
subspace,27
BP,27
subtle,26
motivation,26
wells,26
rectangular,26
grained,26
diseases,26
tilt,26
Luttinger,26
simpler,26
outperforms,26
covers,26
intensive,26
directional,26
practically,26
update,26
formulations,26
unresolved,26
originating,26
merit,26
quantization,26
4D,26
minutes,26
cooperative,26
MPI,26
twisted,26
transients,26
subset,26
preserved,26
knots,26
accreted,26
employs,26
unlikely,26
streams,26
rigorously,26
wake,26
originally,26
played,26
traced,26
