Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2015.03,Registered banks,221,Financial assets Opening balance currency and deposits,LS00000,AFA0200,7623
2015.03,Registered banks,221,Financial assets Opening balance debt securities,LS00000,AFA0300,41024
2015.03,Registered banks,221,Financial assets Opening balance loans,LS00000,AFA0400,341406
2015.03,Registered banks,221,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,197
2015.03,Registered banks,221,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2015.03,Registered banks,221,Financial assets Opening balance financial derivatives,LS00000,AFA0700,18504
2015.03,Registered banks,221,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,3770
2015.03,Registered banks,221,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,433080
2015.03,Registered banks,221,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2015.03,Registered banks,221,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,251758
2015.03,Registered banks,221,Financial liabilities Opening balance debt securities,LS00000,AFL0300,86129
2015.03,Registered banks,221,Financial liabilities Opening balance loans,LS00000,AFL0400,33445
2015.03,Registered banks,221,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,36693
2015.03,Registered banks,221,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2015.03,Registered banks,221,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,23425
2015.03,Registered banks,221,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,1630
2015.03,Registered banks,221,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,7204
2015.03,Registered banks,221,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,1983
2015.03,Registered banks,221,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,5221
2015.03,Registered banks,221,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,-2
2015.03,Registered banks,221,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,-2
2015.03,Registered banks,221,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2015.03,Registered banks,221,Total net transactions in produced non-financial assets,P050000,AN10000,77
2015.03,Registered banks,221,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-294
2015.03,Registered banks,221,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,371
2015.03,Registered banks,221,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2015.03,Other depository institutions,222,ISA Saving (net),B08N000,ISA,363
2015.03,Other depository institutions,222,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-363
2015.03,Other depository institutions,222,Total net transactions in non-financial assets,B091N00,AN00000,-4
2015.03,Other depository institutions,222,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,367
2015.03,Other depository institutions,222,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,4
2015.03,Other depository institutions,222,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2015.03,Other depository institutions,222,Changes in net worth due to nominal holding gains/losses,B103000,A000000,0
2015.03,Other depository institutions,222,ISA Net capital taxes receivable,D910000,ISA,0
2015.03,Other depository institutions,222,ISA Net capital transfers receivable,D990000,ISA,0
2015.03,Other depository institutions,222,Financial assets Net transactions in financial assets,F000000,AFA0000,-347
2015.03,Other depository institutions,222,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2015.03,Other depository institutions,222,Financial assets Net transactions in currency and deposits,F000000,AFA0200,1
2015.03,Other depository institutions,222,Financial assets Net transactions in debt securities,F000000,AFA0300,0
2015.03,Other depository institutions,222,Financial assets Net transactions in loans,F000000,AFA0400,-348
2015.03,Other depository institutions,222,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,0
2015.03,Other depository institutions,222,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2015.03,Other depository institutions,222,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2015.03,Other depository institutions,222,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,0
2015.03,Other depository institutions,222,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,-351
2015.03,Other depository institutions,222,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2015.03,Other depository institutions,222,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,-82
2015.03,Other depository institutions,222,Financial liabilities Net transactions in debt securities,F000000,AFL0300,0
2015.03,Other depository institutions,222,Financial liabilities Net transactions in loans,F000000,AFL0400,0
2015.03,Other depository institutions,222,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,-269
2015.03,Other depository institutions,222,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2015.03,Other depository institutions,222,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2015.03,Other depository institutions,222,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,0
2015.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2015.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,0
2015.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,0
2015.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,0
2015.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2015.03,Other depository institutions,222,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Debt securities,K070000,AFA0300,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,0
2015.03,Other depository institutions,222,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,24
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,24
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,0
2015.03,Other depository institutions,222,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2015.03,Other depository institutions,222,Revaluation Account Total non-financial assets,K070000,AN00000,24
2015.03,Other depository institutions,222,Revaluation Account Produced non-financial assets,K070000,AN10000,24
2015.03,Other depository institutions,222,Revaluation Account Non-produced non-financial assets,K070000,AN20000,1
2015.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3215
2015.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2015.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11
2015.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,..
2015.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,3204
2015.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2015.03,Other depository institutions,222,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2015.03,Other depository institutions,222,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2015.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2015.03,Other depository institutions,222,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,3375
2015.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2015.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,3740
2015.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2015.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2015.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,-365
2015.03,Other depository institutions,222,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2015.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2015.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2015.03,Other depository institutions,222,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,160
2015.03,Other depository institutions,222,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,144
2015.03,Other depository institutions,222,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,16
2015.03,Other depository institutions,222,Financial assets Opening balance Total financial assets,LS00000,AFA0000,3562
2015.03,Other depository institutions,222,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2015.03,Other depository institutions,222,Financial assets Opening balance currency and deposits,LS00000,AFA0200,10
2015.03,Other depository institutions,222,Financial assets Opening balance debt securities,LS00000,AFA0300,..
2015.03,Other depository institutions,222,Financial assets Opening balance loans,LS00000,AFA0400,3552
2015.03,Other depository institutions,222,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,..
2015.03,Other depository institutions,222,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2015.03,Other depository institutions,222,Financial assets Opening balance financial derivatives,LS00000,AFA0700,..
2015.03,Other depository institutions,222,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,..
2015.03,Other depository institutions,222,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,3702
2015.03,Other depository institutions,222,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2015.03,Other depository institutions,222,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,3822
2015.03,Other depository institutions,222,Financial liabilities Opening balance debt securities,LS00000,AFL0300,..
2015.03,Other depository institutions,222,Financial liabilities Opening balance loans,LS00000,AFL0400,..
2015.03,Other depository institutions,222,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,-120
2015.03,Other depository institutions,222,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2015.03,Other depository institutions,222,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,..
2015.03,Other depository institutions,222,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,..
2015.03,Other depository institutions,222,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,140
2015.03,Other depository institutions,222,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,126
2015.03,Other depository institutions,222,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,14
2015.03,Other depository institutions,222,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,1
2015.03,Other depository institutions,222,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,1
2015.03,Other depository institutions,222,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2015.03,Other depository institutions,222,Total net transactions in produced non-financial assets,P050000,AN10000,-6
2015.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,S
2015.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,S
2015.03,Other depository institutions,222,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2015.03,Investment funds,231,ISA Saving (net),B08N000,ISA,54
2015.03,Investment funds,231,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-5356
2015.03,Investment funds,231,Total net transactions in non-financial assets,B091N00,AN00000,-3
2015.03,Investment funds,231,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,57
2015.03,Investment funds,231,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-5299
2015.03,Investment funds,231,Changes in net worth due to other changes in volume of assets,B102000,A000000,855
2015.03,Investment funds,231,Changes in net worth due to nominal holding gains/losses,B103000,A000000,4447
2015.03,Investment funds,231,ISA Net capital taxes receivable,D910000,ISA,0
2015.03,Investment funds,231,ISA Net capital transfers receivable,D990000,ISA,0
2015.03,Investment funds,231,Financial assets Net transactions in financial assets,F000000,AFA0000,15016
2015.03,Investment funds,231,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2015.03,Investment funds,231,Financial assets Net transactions in currency and deposits,F000000,AFA0200,6441
2015.03,Investment funds,231,Financial assets Net transactions in debt securities,F000000,AFA0300,4103
2015.03,Investment funds,231,Financial assets Net transactions in loans,F000000,AFA0400,74
2015.03,Investment funds,231,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,4333
2015.03,Investment funds,231,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2015.03,Investment funds,231,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2015.03,Investment funds,231,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,65
2015.03,Investment funds,231,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,20315
2015.03,Investment funds,231,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2015.03,Investment funds,231,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2015.03,Investment funds,231,Financial liabilities Net transactions in debt securities,F000000,AFL0300,0
2015.03,Investment funds,231,Financial liabilities Net transactions in loans,F000000,AFL0400,1
2015.03,Investment funds,231,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,20285
2015.03,Investment funds,231,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2015.03,Investment funds,231,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2015.03,Investment funds,231,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,30
2015.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2015.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,855
2015.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,0
2015.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,0
2015.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2015.03,Investment funds,231,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2015.03,Investment funds,231,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,4490
2015.03,Investment funds,231,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2015.03,Investment funds,231,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2015.03,Investment funds,231,Revaluation Account Financial assets Debt securities,K070000,AFA0300,1132
2015.03,Investment funds,231,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2015.03,Investment funds,231,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,3178
2015.03,Investment funds,231,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2015.03,Investment funds,231,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,181
2015.03,Investment funds,231,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2015.03,Investment funds,231,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,44
2015.03,Investment funds,231,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2015.03,Investment funds,231,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2015.03,Investment funds,231,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2015.03,Investment funds,231,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2015.03,Investment funds,231,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,0
2015.03,Investment funds,231,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2015.03,Investment funds,231,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,44
2015.03,Investment funds,231,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2015.03,Investment funds,231,Revaluation Account Total non-financial assets,K070000,AN00000,1
2015.03,Investment funds,231,Revaluation Account Produced non-financial assets,K070000,AN10000,1
2015.03,Investment funds,231,Revaluation Account Non-produced non-financial assets,K070000,AN20000,0
2015.03,Investment funds,231,Financial assets Closing balance Total financial assets,LE00000,AFA0000,75368
2015.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2015.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,19209
2015.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,23163
2015.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,74
2015.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,32238
2015.03,Investment funds,231,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2015.03,Investment funds,231,Financial assets Closing balance financial derivatives,LE00000,AFA0700,181
2015.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,503
2015.03,Investment funds,231,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,75491
2015.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2015.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2015.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2015.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,1
2015.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,75417
2015.03,Investment funds,231,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2015.03,Investment funds,231,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,44
2015.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,30
2015.03,Investment funds,231,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,123
2015.03,Investment funds,231,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,123
2015.03,Investment funds,231,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2015.03,Investment funds,231,Financial assets Opening balance Total financial assets,LS00000,AFA0000,55006
2015.03,Investment funds,231,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2015.03,Investment funds,231,Financial assets Opening balance currency and deposits,LS00000,AFA0200,12768
2015.03,Investment funds,231,Financial assets Opening balance debt securities,LS00000,AFA0300,17928
2015.03,Investment funds,231,Financial assets Opening balance loans,LS00000,AFA0400,0
2015.03,Investment funds,231,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,23873
2015.03,Investment funds,231,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2015.03,Investment funds,231,Financial assets Opening balance financial derivatives,LS00000,AFA0700,0
2015.03,Investment funds,231,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,437
2015.03,Investment funds,231,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,55132
2015.03,Investment funds,231,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2015.03,Investment funds,231,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2015.03,Investment funds,231,Financial liabilities Opening balance debt securities,LS00000,AFL0300,0
2015.03,Investment funds,231,Financial liabilities Opening balance loans,LS00000,AFL0400,0
2015.03,Investment funds,231,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,55132
2015.03,Investment funds,231,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2015.03,Investment funds,231,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,..
2015.03,Investment funds,231,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,..
2015.03,Investment funds,231,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,126
2015.03,Investment funds,231,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,126
2015.03,Investment funds,231,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,0
2015.03,Investment funds,231,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,0
2015.03,Investment funds,231,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,0
2015.03,Investment funds,231,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2015.03,Investment funds,231,Total net transactions in produced non-financial assets,P050000,AN10000,-3
2015.03,Investment funds,231,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-5
2015.03,Investment funds,231,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,2
2015.03,Investment funds,231,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,ISA Saving (net),B08N000,ISA,-389
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,-1132
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Total net transactions in non-financial assets,B091N00,AN00000,-147
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,-242
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,-1374
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-37
2015.03,Other financial intermediaries excluding insurance and pension funds,241,ISA Net capital taxes receivable,D910000,ISA,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,ISA Net capital transfers receivable,D990000,ISA,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in financial assets,F000000,AFA0000,6423
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in currency and deposits,F000000,AFA0200,-438
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in debt securities,F000000,AFA0300,-3871
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in loans,F000000,AFA0400,8951
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,162
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,81
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,1538
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,7797
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in debt securities,F000000,AFL0300,5720
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in loans,F000000,AFL0400,-2504
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,4789
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-208
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,2232
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,2146
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,-86
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,-1730
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,C
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Debt securities,K070000,AFA0300,-2034
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Loans,K070000,AFA0400,C
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,46
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,257
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,-1532
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2015.03,Other financial intermediaries excluding insurance and pension funds,241,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,1140
