description,industry,level,size,line_code,value
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Other machinery & equipment,2,total,C2603.04,45
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Other manufacturing,2,total,C2603.04,63
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know","Electricity, gas, water, & waste services",1,total,C2603.04,36
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Construction,1,total,C2603.04,1227
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Wholesale trade,1,total,C2603.04,471
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Machinery & equipment wholesaling,2,total,C2603.04,192
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Other wholesale trade,2,total,C2603.04,276
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Retail trade,1,total,C2603.04,642
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Accommodation & food services,1,total,C2603.04,855
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know","Transport, postal, & warehousing",1,total,C2603.04,279
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Information media & telecommunications,1,total,C2603.04,84
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Publishing,2,total,C2603.04,45
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Motion picture,2,total,C2603.04,9
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Telecommunications,2,total,C2603.04,27
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Financial & insurance services,1,total,C2603.04,84
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Finance,2,total,C2603.04,42
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Insurance,2,total,C2603.04,3
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Auxiliary,2,total,C2603.04,45
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know","Rental, hiring, & real estate services",1,total,C2603.04,93
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know","Professional, scientific, & technical services",1,total,C2603.04,444
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Computer systems design,2,total,C2603.04,102
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Other professional scientific,2,total,C2603.04,345
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Administrative & support services,1,total,C2603.04,243
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Education & training,1,total,C2603.04,168
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Health care & social assistance,1,total,C2603.04,390
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Arts & recreation services,1,total,C2603.04,99
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",Other services,1,total,C2603.04,258
"In preventing the business from reducing wages or salaries, importance of employees expect the employer to smooth wages over changing economic conditions: don't know",total,0,total,C2603.04,6894
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",total,0,6–19 employees,C2604.01,6177
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",total,0,20–49 employees,C2604.01,1113
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",total,0,50–99 employees,C2604.01,246
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",total,0,100+ employees,C2604.01,153
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Agriculture, forestry, & fishing",1,total,C2604.01,606
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Agriculture,2,total,C2604.01,405
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Commercial fishing,2,total,C2604.01,12
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Forestry & logging,2,total,C2604.01,45
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Agriculture, forestry, & fishing support services",2,total,C2604.01,144
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Mining,1,total,C2604.01,12
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Manufacturing,1,total,C2604.01,951
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Food, beverage, & tobacco",2,total,C2604.01,156
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Textile, clothing, footwear, & leather",2,total,C2604.01,60
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Wood & paper product,2,total,C2604.01,63
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Printing, publishing, & recorded media",2,total,C2604.01,54
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Petroleum, coal, chemical, & associated product",2,total,C2604.01,81
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Non-metallic mineral product,2,total,C2604.01,39
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Metal product,2,total,C2604.01,216
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Transport and industrial machinery & equipment,2,total,C2604.01,174
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Other machinery & equipment,2,total,C2604.01,54
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Other manufacturing,2,total,C2604.01,51
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Electricity, gas, water, & waste services",1,total,C2604.01,18
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Construction,1,total,C2604.01,708
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Wholesale trade,1,total,C2604.01,729
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Machinery & equipment wholesaling,2,total,C2604.01,243
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Other wholesale trade,2,total,C2604.01,486
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Retail trade,1,total,C2604.01,966
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Accommodation & food services,1,total,C2604.01,1053
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Transport, postal, & warehousing",1,total,C2604.01,255
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Information media & telecommunications,1,total,C2604.01,81
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Publishing,2,total,C2604.01,36
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Motion picture,2,total,C2604.01,27
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Telecommunications,2,total,C2604.01,15
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Financial & insurance services,1,total,C2604.01,102
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Finance,2,total,C2604.01,21
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Insurance,2,total,C2604.01,3
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Auxiliary,2,total,C2604.01,81
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Rental, hiring, & real estate services",1,total,C2604.01,141
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important","Professional, scientific, & technical services",1,total,C2604.01,990
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Computer systems design,2,total,C2604.01,153
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Other professional scientific,2,total,C2604.01,840
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Administrative & support services,1,total,C2604.01,279
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Education & training,1,total,C2604.01,189
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Health care & social assistance,1,total,C2604.01,324
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Arts & recreation services,1,total,C2604.01,81
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",Other services,1,total,C2604.01,195
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: not important",total,0,total,C2604.01,7686
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",total,0,6–19 employees,C2604.02,7416
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",total,0,20–49 employees,C2604.02,1803
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",total,0,50–99 employees,C2604.02,567
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",total,0,100+ employees,C2604.02,402
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Agriculture, forestry, & fishing",1,total,C2604.02,720
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Agriculture,2,total,C2604.02,489
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Commercial fishing,2,total,C2604.02,9
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Forestry & logging,2,total,C2604.02,57
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Agriculture, forestry, & fishing support services",2,total,C2604.02,162
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Mining,1,total,C2604.02,24
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Manufacturing,1,total,C2604.02,1119
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Food, beverage, & tobacco",2,total,C2604.02,258
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Textile, clothing, footwear, & leather",2,total,C2604.02,54
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Wood & paper product,2,total,C2604.02,102
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Printing, publishing, & recorded media",2,total,C2604.02,48
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Petroleum, coal, chemical, & associated product",2,total,C2604.02,99
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Non-metallic mineral product,2,total,C2604.02,36
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Metal product,2,total,C2604.02,162
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Transport and industrial machinery & equipment,2,total,C2604.02,216
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Other machinery & equipment,2,total,C2604.02,66
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Other manufacturing,2,total,C2604.02,78
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Electricity, gas, water, & waste services",1,total,C2604.02,39
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Construction,1,total,C2604.02,1446
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Wholesale trade,1,total,C2604.02,666
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Machinery & equipment wholesaling,2,total,C2604.02,216
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Other wholesale trade,2,total,C2604.02,447
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Retail trade,1,total,C2604.02,1023
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Accommodation & food services,1,total,C2604.02,1680
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Transport, postal, & warehousing",1,total,C2604.02,315
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Information media & telecommunications,1,total,C2604.02,99
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Publishing,2,total,C2604.02,30
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Motion picture,2,total,C2604.02,42
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Telecommunications,2,total,C2604.02,27
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Financial & insurance services,1,total,C2604.02,183
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Finance,2,total,C2604.02,54
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Insurance,2,total,C2604.02,12
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Auxiliary,2,total,C2604.02,120
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Rental, hiring, & real estate services",1,total,C2604.02,294
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important","Professional, scientific, & technical services",1,total,C2604.02,1185
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Computer systems design,2,total,C2604.02,222
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Other professional scientific,2,total,C2604.02,966
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Administrative & support services,1,total,C2604.02,348
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Education & training,1,total,C2604.02,186
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Health care & social assistance,1,total,C2604.02,501
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Arts & recreation services,1,total,C2604.02,159
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",Other services,1,total,C2604.02,198
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: moderately important",total,0,total,C2604.02,10194
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",total,0,6–19 employees,C2604.03,16806
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",total,0,20–49 employees,C2604.03,4554
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",total,0,50–99 employees,C2604.03,1386
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",total,0,100+ employees,C2604.03,1152
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Agriculture, forestry, & fishing",1,total,C2604.03,1845
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Agriculture,2,total,C2604.03,1176
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Commercial fishing,2,total,C2604.03,18
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Forestry & logging,2,total,C2604.03,120
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Agriculture, forestry, & fishing support services",2,total,C2604.03,531
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Mining,1,total,C2604.03,63
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Manufacturing,1,total,C2604.03,2517
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Food, beverage, & tobacco",2,total,C2604.03,639
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Textile, clothing, footwear, & leather",2,total,C2604.03,99
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Wood & paper product,2,total,C2604.03,279
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Printing, publishing, & recorded media",2,total,C2604.03,60
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Petroleum, coal, chemical, & associated product",2,total,C2604.03,222
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Non-metallic mineral product,2,total,C2604.03,114
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Metal product,2,total,C2604.03,423
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Transport and industrial machinery & equipment,2,total,C2604.03,393
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Other machinery & equipment,2,total,C2604.03,87
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Other manufacturing,2,total,C2604.03,201
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Electricity, gas, water, & waste services",1,total,C2604.03,117
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Construction,1,total,C2604.03,3942
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Wholesale trade,1,total,C2604.03,1404
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Machinery & equipment wholesaling,2,total,C2604.03,357
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Other wholesale trade,2,total,C2604.03,1047
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Retail trade,1,total,C2604.03,2286
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Accommodation & food services,1,total,C2604.03,3372
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Transport, postal, & warehousing",1,total,C2604.03,879
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Information media & telecommunications,1,total,C2604.03,177
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Publishing,2,total,C2604.03,60
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Motion picture,2,total,C2604.03,57
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Telecommunications,2,total,C2604.03,57
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Financial & insurance services,1,total,C2604.03,273
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Finance,2,total,C2604.03,87
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Insurance,2,total,C2604.03,21
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Auxiliary,2,total,C2604.03,168
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Rental, hiring, & real estate services",1,total,C2604.03,432
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important","Professional, scientific, & technical services",1,total,C2604.03,2511
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Computer systems design,2,total,C2604.03,498
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Other professional scientific,2,total,C2604.03,2019
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Administrative & support services,1,total,C2604.03,882
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Education & training,1,total,C2604.03,600
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Health care & social assistance,1,total,C2604.03,1590
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Arts & recreation services,1,total,C2604.03,237
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",Other services,1,total,C2604.03,765
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: very important",total,0,total,C2604.03,23901
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",total,0,6–19 employees,C2604.04,5040
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",total,0,20–49 employees,C2604.04,816
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",total,0,50–99 employees,C2604.04,243
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",total,0,100+ employees,C2604.04,207
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Agriculture, forestry, & fishing",1,total,C2604.04,579
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Agriculture,2,total,C2604.04,372
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Commercial fishing,2,total,C2604.04,6
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Forestry & logging,2,total,C2604.04,48
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Agriculture, forestry, & fishing support services",2,total,C2604.04,150
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Mining,1,total,C2604.04,18
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Manufacturing,1,total,C2604.04,888
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Food, beverage, & tobacco",2,total,C2604.04,186
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Textile, clothing, footwear, & leather",2,total,C2604.04,51
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Wood & paper product,2,total,C2604.04,90
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Printing, publishing, & recorded media",2,total,C2604.04,45
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Petroleum, coal, chemical, & associated product",2,total,C2604.04,48
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Non-metallic mineral product,2,total,C2604.04,18
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Metal product,2,total,C2604.04,198
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Transport and industrial machinery & equipment,2,total,C2604.04,156
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Other machinery & equipment,2,total,C2604.04,33
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Other manufacturing,2,total,C2604.04,60
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Electricity, gas, water, & waste services",1,total,C2604.04,33
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Construction,1,total,C2604.04,1089
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Wholesale trade,1,total,C2604.04,402
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Machinery & equipment wholesaling,2,total,C2604.04,138
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Other wholesale trade,2,total,C2604.04,261
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Retail trade,1,total,C2604.04,717
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Accommodation & food services,1,total,C2604.04,630
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Transport, postal, & warehousing",1,total,C2604.04,213
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Information media & telecommunications,1,total,C2604.04,72
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Publishing,2,total,C2604.04,39
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Motion picture,2,total,C2604.04,9
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Telecommunications,2,total,C2604.04,21
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Financial & insurance services,1,total,C2604.04,84
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Finance,2,total,C2604.04,30
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Insurance,2,total,C2604.04,3
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know",Auxiliary,2,total,C2604.04,54
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Rental, hiring, & real estate services",1,total,C2604.04,144
"In preventing the business from reducing wages or salaries, importance of a reputation for reducing wages makes difficult to hire employees: don't know","Professional, scientific, & technical services",1,total,C2604.04,324
